confidence,true pos,GT pos,predict pos,precision,recall
99.99962733607158,0,42771,0,0,0.0
99.9995214905505,0,42771,0,0,0.0
99.99938558253977,0,42771,0,0,0.0
99.99921107374138,0,42771,0,0,0.0
99.99898700090192,0,42771,0,0,0.0
99.99869928715334,0,42771,0,0,0.0
99.99832985781521,0,42771,0,0,0.0
99.99785550515791,0,42771,0,0,0.0
99.99724643088854,7,42771,17,0.4117647058823529,0.0001636622945453695
99.99646437492582,155,42771,266,0.5827067669172933,0.0036239508077903254
99.99546021312976,675,42771,1070,0.6308411214953271,0.01578172125973206
99.99417087343389,1835,42771,3036,0.6044137022397892,0.04290290149867901
99.99251537724895,3883,42771,6372,0.6093848085373509,0.09078581281709569
99.99038975845005,6235,42771,10360,0.6018339768339769,0.14577634378433985
99.98766054240137,9039,42771,15140,0.5970277410832232,0.21133478291365645
99.98415637808975,11403,42771,19554,0.583154341822645,0.266605877814407
99.97965730219448,13528,42771,23789,0.5686661902560006,0.3162890743728227
99.97388096809044,15247,42771,27468,0.5550822775593418,0.35647985784760705
99.96646498695337,17204,42771,31143,0.5524194843142921,0.4022351593369339
99.95694429186754,18760,42771,34023,0.5513917056109102,0.43861494938159035
99.94472213630765,19926,42771,36177,0.5507919396301517,0.46587641158729043
99.92903296008994,20778,42771,37668,0.5516087926091112,0.4857964508662411
99.90889488055994,21160,42771,38543,0.5489972238798225,0.49472773608285986
99.88304897349445,21416,42771,39297,0.5449779881415884,0.500713099997662
99.84988177432629,21572,42771,39749,0.5427054768673426,0.5043604311332445
99.80732653366725,21729,42771,40085,0.5420730946738181,0.5080311425966192
99.75273768433654,21942,42771,40483,0.5420052861695033,0.5130111524163569
99.68273171575149,22087,42771,40763,0.5418394131933371,0.5164012999462253
99.5929862284104,22194,42771,41038,0.540815829231444,0.5189029950199902
99.47798743064416,22293,42771,41211,0.5409478051976414,0.5212176474714175
99.33071490757153,22355,42771,41340,0.5407595549104983,0.5226672277945337
99.1422514586288,22434,42771,41516,0.540369977839869,0.5245142736901172
98.90130573694069,22472,42771,41665,0.5393495739829594,0.5254027261462205
98.59363729567544,22525,42771,41784,0.539081945242198,0.5266418835192069
98.20137900379085,22588,42771,41886,0.5392732655302488,0.5281148441701152
97.70226300899743,22627,42771,41946,0.5394316502169456,0.5290266769540108
97.06877692486437,22645,42771,42014,0.5389870043318894,0.5294475228542704
96.26731126558707,22653,42771,42050,0.5387158145065398,0.529634565476608
95.25741268224334,22673,42771,42106,0.5384743266992827,0.5301021720324519
93.99133498259924,22696,42771,42139,0.5385984479935452,0.5306399195716724
92.41418199787566,22700,42771,42197,0.5379529350427755,0.5307334408828411
90.46505351008905,22703,42771,42250,0.5373491124260356,0.5308035818662178
88.07970779778823,22712,42771,42331,0.5365335097210082,0.5310140048163475
85.19528019683106,22726,42771,42394,0.5360664244940322,0.5313413294054382
81.75744761936437,22730,42771,42421,0.5358195233492845,0.531434850716607
77.72998611746911,22755,42771,42469,0.5358025854152441,0.5320193589114119
73.1058578630005,22772,42771,42534,0.5353834579395307,0.5324168244838793
67.91786991753929,22788,42771,42580,0.5351808360732738,0.5327909097285544
62.24593312018546,22813,42771,42648,0.534913712249109,0.5333754179233593
56.21765008857981,22831,42771,42701,0.534671319172853,0.5337962638236188
50.0,22845,42771,42731,0.5346235753902319,0.5341235884127096
43.78234991142019,22866,42771,42781,0.534489609873542,0.5346145752963457
37.75406687981454,22885,42771,42820,0.5344465203176086,0.5350588015243973
32.0821300824607,22910,42771,42910,0.5339081799114426,0.5356433097192023
26.89414213699951,22916,42771,42961,0.5334140266753568,0.5357835916859555
22.270013882530883,22941,42771,43054,0.5328424768894876,0.5363680998807603
18.242552380635637,22965,42771,43170,0.5319666435024323,0.5369292277477731
14.804719803168947,22965,42771,43219,0.5313635206737778,0.5369292277477731
11.920292202211755,22965,42771,43289,0.5305042851532722,0.5369292277477731
9.534946489910949,22965,42771,43330,0.5300023078698362,0.5369292277477731
7.585818002124355,22974,42771,43405,0.5292938601543601,0.5371396506979028
6.008665017400762,22987,42771,43450,0.5290448791714615,0.5374435949592014
4.742587317756678,23002,42771,43505,0.5287208366854385,0.5377942998760843
3.7326887344129456,23015,42771,43601,0.5278548657140891,0.5380982441373828
2.931223075135632,23030,42771,43695,0.5270625929740245,0.5384489490542658
2.2977369910025613,23035,42771,43759,0.526405996480724,0.5385658506932267
1.798620996209156,23035,42771,43804,0.5258652177883298,0.5385658506932267
1.4063627043245475,23050,42771,43859,0.525547778107116,0.5389165556101096
1.098694263059318,23066,42771,43942,0.5249192116881344,0.5392906408547847
0.8577485413711984,23066,42771,44020,0.5239890958655157,0.5392906408547847
0.6692850924284856,23078,42771,44087,0.523464966997074,0.5395712047882911
0.5220125693558397,23109,42771,44190,0.5229463679565513,0.5402959949498491
0.40701377158961277,23116,42771,44325,0.5215115623237451,0.5404596572443946
0.31726828424851894,23116,42771,44443,0.520126904124384,0.5404596572443946
0.24726231566347742,23116,42771,44570,0.5186448283598833,0.5404596572443946
0.19267346633274757,23116,42771,44725,0.5168474007825601,0.5404596572443946
0.15011822567369917,23117,42771,44876,0.5151305820483109,0.5404830375721867
0.11695102650555148,23126,42771,44996,0.5139567961596586,0.5406934605223165
0.09110511944006454,23126,42771,45135,0.51237398914368,0.5406934605223165
0.07096703991005882,23126,42771,45377,0.5096414483108183,0.5406934605223165
0.05527786369235996,23146,42771,45599,0.5075988508519924,0.5411610670781605
0.04305570813246149,23175,42771,45843,0.5055297428178784,0.5418390965841341
