confidence,true pos,GT pos,predict pos,precision,recall
99.99962733607158,0.0,42771.0,0.0,0,0.0
99.9995214905505,0.0,42771.0,46.0,0.0,0.0
99.99938558253977,8.0,42771.0,104.0,0.07692307692307693,0.0001870426223375651
99.99921107374138,62.0,42771.0,264.0,0.23484848484848486,0.00144958032311613
99.99898700090192,410.0,42771.0,1099.0,0.37306642402183804,0.009585934394800216
99.99869928715334,1083.0,42771.0,2788.0,0.3884505021520803,0.025320894998947886
99.99832985781521,1722.0,42771.0,4901.0,0.35135686594572535,0.0402609244581609
99.99785550515791,2853.0,42771.0,7964.0,0.3582370668006027,0.06670407519113418
99.99724643088854,4098.0,42771.0,11716.0,0.34977808125640153,0.09581258329241776
99.99646437492582,5127.0,42771.0,15268.0,0.33580036678019387,0.11987094059058707
99.99546021312976,6009.0,42771.0,18507.0,0.32468795590857513,0.14049238970330363
99.99417087343389,6999.0,42771.0,21921.0,0.3192828794306829,0.16363891421757734
99.99251537724895,8155.0,42771.0,25288.0,0.32248497310977536,0.1906665731453555
99.99038975845005,9152.0,42771.0,28293.0,0.3234722369490687,0.21397675995417456
99.98766054240137,9901.0,42771.0,31126.0,0.3180941977767783,0.2314886254705291
99.98415637808975,10492.0,42771.0,33334.0,0.3147537049259015,0.24530639919571673
99.97965730219448,10922.0,42771.0,35020.0,0.31187892632781267,0.2553599401463609
99.97388096809044,11256.0,42771.0,36292.0,0.3101509974650061,0.2631689696289542
99.96646498695337,11535.0,42771.0,37406.0,0.3083729882906486,0.26969208108297676
99.95694429186754,11786.0,42771.0,38326.0,0.30751969942075874,0.2755605433588179
99.94472213630765,11943.0,42771.0,38937.0,0.30672625009630944,0.27923125482219263
99.92903296008994,12067.0,42771.0,39354.0,0.3066270264776135,0.2821304154684249
99.90889488055994,12186.0,42771.0,39797.0,0.30620398522501696,0.2849126744756961
99.88304897349445,12265.0,42771.0,40168.0,0.3053425612427803,0.2867597203712796
99.84988177432629,12349.0,42771.0,40467.0,0.30516223095361655,0.28872366790582404
99.80732653366725,12386.0,42771.0,40624.0,0.304893658920835,0.28958874003413526
99.75273768433654,12414.0,42771.0,40836.0,0.30399647369967675,0.29024338921231674
99.68273171575149,12436.0,42771.0,41049.0,0.3029550049940315,0.2907577564237451
99.5929862284104,12455.0,42771.0,41176.0,0.3024820283660385,0.29120198265179675
99.47798743064416,12466.0,42771.0,41251.0,0.3021987345761315,0.29145916625751095
99.33071490757153,12480.0,42771.0,41324.0,0.3020036782499274,0.2917864908466017
99.1422514586288,12497.0,42771.0,41393.0,0.30191095112700217,0.29218395641906897
98.90130573694069,12499.0,42771.0,41495.0,0.3012170140980841,0.29223071707465337
98.59363729567544,12500.0,42771.0,41550.0,0.3008423586040915,0.29225409740244557
98.20137900379085,12513.0,42771.0,41603.0,0.30077157897267026,0.2925580416637441
97.70226300899743,12524.0,42771.0,41680.0,0.3004798464491363,0.2928152252694583
97.06877692486437,12547.0,42771.0,41767.0,0.30040462566140735,0.2933529728086788
96.26731126558707,12576.0,42771.0,41864.0,0.30040129944582455,0.29403100231465246
95.25741268224334,12598.0,42771.0,41981.0,0.30008813510873966,0.29454536952608074
93.99133498259924,12641.0,42771.0,42093.0,0.3003112156415556,0.29555072362114515
92.41418199787566,12671.0,42771.0,42201.0,0.3002535484941115,0.296252133454911
90.46505351008905,12697.0,42771.0,42246.0,0.30054916441793306,0.2968600219775081
88.07970779778823,12721.0,42771.0,42309.0,0.3006688884161762,0.29742114984452084
85.19528019683106,12725.0,42771.0,42369.0,0.3003375109159999,0.2975146711556896
81.75744761936437,12725.0,42771.0,42418.0,0.2999905700410203,0.2975146711556896
77.72998611746911,12725.0,42771.0,42472.0,0.29960915426634016,0.2975146711556896
73.1058578630005,12733.0,42771.0,42527.0,0.2994097867237285,0.2977017137780272
67.91786991753929,12748.0,42771.0,42599.0,0.29925585107631636,0.2980524186949101
62.24593312018546,12776.0,42771.0,42670.0,0.2994141082727912,0.2987070678730916
56.21765008857981,12786.0,42771.0,42725.0,0.2992627267407841,0.29894087115101353
50.0,12787.0,42771.0,42820.0,0.29862213918729563,0.29896425147880573
43.78234991142019,12787.0,42771.0,42877.0,0.2982251556778693,0.29896425147880573
37.75406687981454,12791.0,42771.0,42928.0,0.2979640327991055,0.29905777278997453
32.0821300824607,12794.0,42771.0,42982.0,0.29765948536596715,0.29912791377335113
26.89414213699951,12796.0,42771.0,43000.0,0.2975813953488372,0.29917467442893547
22.270013882530883,12809.0,42771.0,43024.0,0.29771755299367797,0.299478618690234
18.242552380635637,12824.0,42771.0,43075.0,0.29771329077190944,0.29982932360711695
14.804719803168947,12828.0,42771.0,43115.0,0.29752986199698483,0.29992284491828575
11.920292202211755,12854.0,42771.0,43200.0,0.2975462962962963,0.3005307334408828
9.534946489910949,12867.0,42771.0,43253.0,0.2974822555660879,0.30083467770218136
7.585818002124355,12867.0,42771.0,43294.0,0.2972005358710214,0.30083467770218136
6.008665017400762,12876.0,42771.0,43346.0,0.29705163106168964,0.30104510065231116
4.742587317756678,12899.0,42771.0,43397.0,0.2972325275940733,0.30158284819153164
3.7326887344129456,12926.0,42771.0,43450.0,0.29749136939010357,0.3022141170419209
2.931223075135632,12930.0,42771.0,43485.0,0.29734391169368746,0.3023076383530897
2.2977369910025613,12930.0,42771.0,43543.0,0.2969478446593023,0.3023076383530897
1.798620996209156,12940.0,42771.0,43623.0,0.2966325103729684,0.30254144163101165
1.4063627043245475,12964.0,42771.0,43701.0,0.296652250520583,0.3031025694980244
