confidence,true pos,GT pos,predict pos,precision,recall
99.99962733607158,0,42771,0,0,0.0
99.9995214905505,0,42771,0,0,0.0
99.99938558253977,0,42771,0,0,0.0
99.99921107374138,0,42771,0,0,0.0
99.99898700090192,0,42771,0,0,0.0
99.99869928715334,0,42771,0,0,0.0
99.99832985781521,15,42771,15,1.0,0.0003507049168829347
99.99785550515791,131,42771,141,0.9290780141843972,0.0030628229407776296
99.99724643088854,494,42771,508,0.9724409448818898,0.01154988192934465
99.99646437492582,1104,42771,1126,0.9804618117229129,0.025811881882583994
99.99546021312976,2218,42771,2262,0.9805481874447391,0.05185756704308994
99.99417087343389,4142,42771,4259,0.9725287626203334,0.09684131771527436
99.99251537724895,7046,42771,7298,0.9654699917785695,0.16473778962381053
99.99038975845005,10812,42771,11314,0.9556301926816334,0.2527881040892193
99.98766054240137,14390,42771,15241,0.944163768781576,0.33644291692969536
99.98415637808975,17593,42771,18829,0.9343565776196293,0.411330106848098
99.97965730219448,20254,42771,21780,0.9299357208448118,0.4735451591031306
99.97388096809044,22550,42771,24328,0.9269154883262085,0.5272263917140119
99.96646498695337,24064,42771,26017,0.9249336971979859,0.562624207991396
99.95694429186754,25525,42771,27691,0.9217796395940919,0.5967828668957939
99.94472213630765,26889,42771,29374,0.9154013753659699,0.6286736340043487
99.92903296008994,28056,42771,30798,0.9109682446912137,0.655958476537841
99.90889488055994,29357,42771,32319,0.9083511247253937,0.6863762829954876
99.88304897349445,30417,42771,33644,0.9040839377006301,0.711159430455215
99.84988177432629,31362,42771,34880,0.8991399082568807,0.7332538402188399
99.80732653366725,32025,42771,35823,0.893978728749686,0.7487549975450656
99.75273768433654,32679,42771,36728,0.8897571335221085,0.7640457319211615
99.68273171575149,33249,42771,37577,0.8848231631050909,0.7773725187627131
99.5929862284104,33636,42771,38183,0.8809155907079067,0.7864207056182928
99.47798743064416,33922,42771,38637,0.8779667158423273,0.7931074793668608
99.33071490757153,34123,42771,38971,0.8755998049831927,0.797806925253092
99.1422514586288,34358,42771,39360,0.8729166666666667,0.803301302284258
98.90130573694069,34587,42771,39737,0.8703978659687445,0.8086553973486709
98.59363729567544,34747,42771,40051,0.8675688497166113,0.8123962497954221
98.20137900379085,34897,42771,40398,0.863829892568939,0.8159032989642515
97.70226300899743,35001,42771,40594,0.8622210178844164,0.8183348530546398
97.06877692486437,35160,42771,40843,0.8608574296697108,0.8220523251735989
96.26731126558707,35262,42771,41028,0.8594618309447207,0.8244371186084029
95.25741268224334,35361,42771,41191,0.8584642276225389,0.8267517710598302
93.99133498259924,35455,42771,41348,0.8574779916803715,0.8289495218722966
92.41418199787566,35513,42771,41438,0.8570152999662146,0.830305580884244
90.46505351008905,35567,42771,41560,0.8557988450433108,0.8315681185850226
88.07970779778823,35608,42771,41693,0.8540522389849615,0.8325267120245026
85.19528019683106,35671,42771,41874,0.8518651191670249,0.8339996726754109
81.75744761936437,35762,42771,42082,0.8498170239057079,0.8361272825045007
77.72998611746911,35807,42771,42228,0.8479444918063844,0.8371793972551496
73.1058578630005,35838,42771,42358,0.8460739411681383,0.8379041874167076
67.91786991753929,35854,42771,42473,0.8441598191792433,0.8382782726613827
62.24593312018546,35904,42771,42650,0.8418288393903869,0.8394472890509925
56.21765008857981,35981,42771,42780,0.8410705937353904,0.8412475742909915
50.0,36023,42771,42885,0.8399906727293925,0.8422295480582638
43.78234991142019,36069,42771,43034,0.8381512292605846,0.8433050431367047
37.75406687981454,36146,42771,43203,0.8366548619308845,0.8451053283767038
32.0821300824607,36224,42771,43410,0.8344621055056438,0.8469289939444951
26.89414213699951,36269,42771,43507,0.8336359666260602,0.8479811086951439
22.270013882530883,36339,42771,43662,0.8322797856259447,0.8496177316405976
18.242552380635637,36397,42771,43838,0.8302614170354486,0.850973790652545
14.804719803168947,36483,42771,44111,0.8270726122735825,0.8529844988426738
11.920292202211755,36543,42771,44325,0.8244331641285956,0.8543873185102056
9.534946489910949,36578,42771,44453,0.8228466020291094,0.8552056299829324
7.585818002124355,36617,42771,44597,0.8210641971433056,0.856117462766828
6.008665017400762,36650,42771,44785,0.8183543597186558,0.8568890135839704
4.742587317756678,36687,42771,44964,0.8159194021884174,0.8577540857122817
3.7326887344129456,36709,42771,45112,0.813730271324703,0.85826845292371
2.931223075135632,36738,42771,45292,0.8111366245694603,0.8589464824296836
2.2977369910025613,36766,42771,45468,0.808612650655406,0.8596011316078651
1.798620996209156,36780,42771,45634,0.8059779988604987,0.8599284561969559
1.4063627043245475,36803,42771,45771,0.8040680780406808,0.8604662037361763
1.098694263059318,36821,42771,45890,0.8023752451514491,0.8608870496364359
0.8577485413711984,36843,42771,45998,0.8009696073742336,0.8614014168478642
0.6692850924284856,36848,42771,46125,0.7988726287262873,0.8615183184868251
0.5220125693558397,36863,42771,46274,0.7966244543372089,0.8618690234037081
0.40701377158961277,36867,42771,46462,0.7934871507898928,0.8619625447148769
0.31726828424851894,36877,42771,46744,0.78891408523019,0.8621963479927989
0.24726231566347742,36905,42771,46971,0.7856975580677439,0.8628509971709803
0.19267346633274757,36911,42771,47225,0.7815987294865008,0.8629912791377335
0.15011822567369917,36918,42771,47462,0.7778433272934137,0.8631549414322789
0.11695102650555148,36937,42771,47691,0.7745067203455579,0.8635991676603306
0.09110511944006454,36942,42771,48012,0.7694326418395401,0.8637160692992916
0.07096703991005882,36960,42771,48400,0.7636363636363637,0.864136915199551
0.05527786369235996,36975,42771,48766,0.7582126891686831,0.864487620116434
0.04305570813246149,36990,42771,49124,0.752992427326765,0.8648383250333169
