confidence,true pos,GT pos,predict pos,precision,recall
99.99962733607158,0,42771,0,0,0.0
99.9995214905505,0,42771,0,0,0.0
99.99938558253977,0,42771,0,0,0.0
99.99921107374138,0,42771,0,0,0.0
99.99898700090192,0,42771,0,0,0.0
99.99869928715334,0,42771,0,0,0.0
99.99832985781521,0,42771,0,0,0.0
99.99785550515791,0,42771,0,0,0.0
99.99724643088854,0,42771,0,0,0.0
99.99646437492582,0,42771,0,0,0.0
99.99546021312976,0,42771,0,0,0.0
99.99417087343389,0,42771,0,0,0.0
99.99251537724895,0,42771,0,0,0.0
99.99038975845005,0,42771,0,0,0.0
99.98766054240137,0,42771,0,0,0.0
99.98415637808975,0,42771,0,0,0.0
99.97965730219448,0,42771,0,0,0.0
99.97388096809044,30,42771,30,1.0,0.0007014098337658694
99.96646498695337,157,42771,157,1.0,0.0036707114633747163
99.95694429186754,417,42771,417,1.0,0.009749596689345585
99.94472213630765,913,42771,913,1.0,0.021346239274274627
99.92903296008994,1662,42771,1662,1.0,0.038858104790629164
99.90889488055994,2866,42771,2866,1.0,0.06700801945243272
99.88304897349445,4306,42771,4307,0.9997678198281866,0.10067569147319445
99.84988177432629,5911,42771,5912,0.999830852503383,0.13820111757966846
99.80732653366725,7730,42771,7731,0.9998706506273445,0.18072993383367233
99.75273768433654,9574,42771,9581,0.9992693873290889,0.2238432582824811
99.68273171575149,11397,42771,11421,0.9978986078276858,0.2664655958476538
99.5929862284104,13161,42771,13217,0.9957630324581977,0.3077084940730869
99.47798743064416,14736,42771,14834,0.9933935553458272,0.3445325103457951
99.33071490757153,16228,42771,16363,0.9917496791541893,0.37941595941175094
99.1422514586288,17592,42771,17748,0.991210277214334,0.4113067265203058
98.90130573694069,18996,42771,19180,0.9904066736183524,0.4441327067405485
98.59363729567544,20210,42771,20424,0.9895221308264787,0.472516424680274
98.20137900379085,21394,42771,21634,0.9889063511139873,0.5001987327862336
97.70226300899743,22466,42771,22745,0.9877335678171026,0.5252624441794674
97.06877692486437,23393,42771,23706,0.9867965915801906,0.5469360080428327
96.26731126558707,24360,42771,24711,0.9857957994415443,0.569544785017886
95.25741268224334,25242,42771,25664,0.9835567331670823,0.5901662341306025
93.99133498259924,26213,42771,26729,0.9806951251449736,0.6128685324168245
92.41418199787566,27215,42771,27841,0.9775151754606516,0.6362956208646046
90.46505351008905,28311,42771,29065,0.9740581455358679,0.661920460124851
88.07970779778823,29327,42771,30219,0.9704821469936132,0.6856748731617217
85.19528019683106,30230,42771,31297,0.9659072754577116,0.7067873091580744
81.75744761936437,31015,42771,32293,0.9604248598767535,0.725140866474948
77.72998611746911,31674,42771,33204,0.9539212143115288,0.7405485024900049
73.1058578630005,32406,42771,34307,0.944588567930743,0.7576629024338921
67.91786991753929,33029,42771,35306,0.9355067127400442,0.7722288466484301
62.24593312018546,33557,42771,36307,0.9242570303247307,0.7845736597227093
56.21765008857981,34081,42771,37491,0.9090448374276493,0.7968249514858198
50.0,34470,42771,38796,0.8884936591401176,0.8059198989969839
43.78234991142019,34770,42771,40065,0.8678397603893673,0.8129339973346427
37.75406687981454,35015,42771,41221,0.8494456708959026,0.8186621776437306
32.0821300824607,35186,42771,42445,0.8289786782895512,0.822660213696196
26.89414213699951,35358,42771,43560,0.8117079889807163,0.8266816300764537
22.270013882530883,35483,42771,44733,0.7932175351530191,0.8296041710504781
18.242552380635637,35589,42771,46119,0.7716776166005334,0.8320824857964508
14.804719803168947,35666,42771,47473,0.7512902070650685,0.8338827710364499
11.920292202211755,35745,42771,48863,0.731535108364202,0.8357298169320334
9.534946489910949,35828,42771,50296,0.7123429298552569,0.8376703841387856
7.585818002124355,35869,42771,51704,0.6937374284388055,0.8386289775782656
6.008665017400762,35901,42771,53029,0.677006920741481,0.8393771480676159
4.742587317756678,35917,42771,54408,0.6601418908983973,0.8397512333122911
3.7326887344129456,35925,42771,55986,0.6416782767120351,0.8399382759346286
2.931223075135632,35931,42771,57685,0.6228828985004767,0.8400785579013818
2.2977369910025613,35933,42771,59361,0.6053300988864743,0.8401253185569661
1.798620996209156,35933,42771,61070,0.5883903717046013,0.8401253185569661
1.4063627043245475,35934,42771,62849,0.5717513405145667,0.8401486988847584
1.098694263059318,35934,42771,64393,0.5580420232012796,0.8401486988847584
0.8577485413711984,35934,42771,65790,0.5461924304605563,0.8401486988847584
0.6692850924284856,35934,42771,67291,0.5340090056619756,0.8401486988847584
0.5220125693558397,35934,42771,68707,0.5230034785393046,0.8401486988847584
0.40701377158961277,35935,42771,70099,0.5126321345525614,0.8401720792125505
0.31726828424851894,35936,42771,71437,0.5030446407323935,0.8401954595403428
0.24726231566347742,35941,42771,72575,0.4952256286600069,0.8403123611793037
0.19267346633274757,35948,42771,73480,0.48922155688622754,0.8404760234738491
0.15011822567369917,35955,42771,74234,0.4843467952690142,0.8406396857683944
0.11695102650555148,35955,42771,75013,0.47931691840081053,0.8406396857683944
0.09110511944006454,35956,42771,75587,0.47569026419887017,0.8406630660961867
0.07096703991005882,35972,42771,75895,0.4739706173002174,0.8410371513408618
0.05527786369235996,35973,42771,75901,0.4739463248178548,0.841060531668654
0.04305570813246149,35973,42771,75901,0.4739463248178548,0.841060531668654
0.03353501304664781,35973,42771,75901,0.4739463248178548,0.841060531668654
0.026119031909571943,35973,42771,75901,0.4739463248178548,0.841060531668654
0.020342697805520654,35973,42771,75901,0.4739463248178548,0.841060531668654
0.01584362191025259,35973,42771,75901,0.4739463248178548,0.841060531668654
0.012339457598623172,35973,42771,75901,0.4739463248178548,0.841060531668654
